(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(8, 8, 8)|(0, 0, 0)|(251, 251, 251)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(2, 2, 2)|(2, 2, 2)|(7, 7, 7)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(253, 253, 253)|(251, 251, 251)|(4, 4, 4)|(245, 245, 245)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(250, 250, 250)|(0, 0, 0)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(247, 247, 247)|(243, 243, 243)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(248, 248, 248)|(8, 8, 8)|(10, 10, 10)|(254, 254, 254)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(2, 2, 2)|(0, 0, 0)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(8, 8, 8)|(252, 252, 252)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(15, 15, 15)|(4, 4, 4)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(6, 6, 6)|(249, 249, 249)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(23, 23, 23)|(0, 0, 0)|(247, 247, 247)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(62, 62, 62)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(0, 0, 0)|(17, 17, 17)|(114, 114, 114)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(251, 251, 251)|(5, 5, 5)|(253, 253, 253)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(254, 254, 254)|(19, 19, 19)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(12, 12, 12)|(245, 245, 245)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(21, 21, 21)|(3, 3, 3)|(2, 2, 2)|(2, 2, 2)|(0, 0, 0)|(1, 1, 1)|(255, 255, 255)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(4, 4, 4)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(2, 2, 2)|(2, 2, 2)|(4, 4, 4)|(234, 234, 234)|(255, 255, 255)|(4, 4, 4)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(1, 1, 1)|(239, 239, 239)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(12, 12, 12)|(2, 2, 2)|(2, 2, 2)|(0, 0, 0)|(235, 235, 235)|(138, 138, 138)|(253, 253, 253)|(246, 246, 246)|(11, 11, 11)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(4, 4, 4)|(1, 1, 1)|(2, 2, 2)|(9, 9, 9)|(62, 62, 62)|(255, 255, 255)|(228, 228, 228)|(242, 242, 242)|(12, 12, 12)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(253, 253, 253)|(255, 255, 255)|(13, 13, 13)|(1, 1, 1)|(3, 3, 3)|(3, 3, 3)|(247, 247, 247)|(246, 246, 246)|(255, 255, 255)|(245, 245, 245)|(3, 3, 3)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(6, 6, 6)|(2, 2, 2)|(2, 2, 2)|(0, 0, 0)|(241, 241, 241)|(211, 211, 211)|(255, 255, 255)|(255, 255, 255)|(1, 1, 1)|(254, 254, 254)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(149, 149, 149)|(73, 73, 73)|(0, 0, 0)|(3, 3, 3)|(7, 7, 7)|(0, 0, 0)|(67, 67, 67)|(243, 243, 243)|(247, 247, 247)|(19, 19, 19)|(5, 5, 5)|(248, 248, 248)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(198, 198, 198)|(133, 133, 133)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(248, 248, 248)|(255, 255, 255)|(1, 1, 1)|(255, 255, 255)|(8, 8, 8)|(2, 2, 2)|(164, 164, 164)|(245, 245, 245)|(3, 3, 3)|(255, 255, 255)|(255, 255, 255)|(254, 254, 254)|(236, 236, 236)|(2, 2, 2)|(204, 204, 204)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(250, 250, 250)|(95, 95, 95)|(0, 0, 0)|(3, 3, 3)|(12, 12, 12)|(2, 2, 2)|(3, 3, 3)|(0, 0, 0)|(255, 255, 255)|(120, 120, 120)|(240, 240, 240)|(254, 254, 254)|(245, 245, 245)|(2, 2, 2)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(1, 1, 1)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(250, 250, 250)|(253, 253, 253)|(4, 4, 4)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(14, 14, 14)|(255, 255, 255)|(249, 249, 249)|(1, 1, 1)|(255, 255, 255)|(253, 253, 253)|(255, 255, 255)|(250, 250, 250)|(2, 2, 2)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(4, 4, 4)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(236, 236, 236)|(0, 0, 0)|(9, 9, 9)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(1, 1, 1)|(1, 1, 1)|(255, 255, 255)|(5, 5, 5)|(12, 12, 12)|(255, 255, 255)|(218, 218, 218)|(7, 7, 7)|(2, 2, 2)|(8, 8, 8)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(2, 2, 2)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(10, 10, 10)|(0, 0, 0)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(0, 0, 0)|(0, 0, 0)|(224, 224, 224)|(254, 254, 254)|(0, 0, 0)|(10, 10, 10)|(255, 255, 255)|(252, 252, 252)|(35, 35, 35)|(2, 2, 2)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(10, 10, 10)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(15, 15, 15)|(0, 0, 0)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(8, 8, 8)|(83, 83, 83)|(253, 253, 253)|(255, 255, 255)|(204, 204, 204)|(0, 0, 0)|(255, 255, 255)|(253, 253, 253)|(195, 195, 195)|(2, 2, 2)|(4, 4, 4)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(5, 5, 5)|(0, 0, 0)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(0, 0, 0)|(252, 252, 252)|(255, 255, 255)|(247, 247, 247)|(255, 255, 255)|(11, 11, 11)|(255, 255, 255)|(254, 254, 254)|(7, 7, 7)|(2, 2, 2)|(3, 3, 3)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(0, 0, 0)|(253, 253, 253)|(15, 15, 15)|(5, 5, 5)|(2, 2, 2)|(255, 255, 255)|(255, 255, 255)|(252, 252, 252)|(4, 4, 4)|(2, 2, 2)|(12, 12, 12)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(10, 10, 10)|(255, 255, 255)|(255, 255, 255)|(254, 254, 254)|(9, 9, 9)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(112, 112, 112)|(255, 255, 255)|(242, 242, 242)|(0, 0, 0)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(2, 2, 2)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|(226, 226, 226)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(5, 5, 5)|(248, 248, 248)|(12, 12, 12)|(251, 251, 251)|(236, 236, 236)|(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(0, 0, 0)|(2, 2, 2)|(1, 1, 1)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|(237, 237, 237)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(0, 0, 0)|(255, 255, 255)|(77, 77, 77)|(0, 0, 0)|(247, 247, 247)|(255, 255, 255)|(255, 255, 255)|(251, 251, 251)|(159, 159, 159)|(2, 2, 2)|(8, 8, 8)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(6, 6, 6)|(255, 255, 255)|(252, 252, 252)|(7, 7, 7)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(100, 100, 100)|(134, 134, 134)|(199, 199, 199)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(30, 30, 30)|(0, 0, 0)|(2, 2, 2)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(5, 5, 5)|(255, 255, 255)|(249, 249, 249)|(0, 0, 0)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(2, 2, 2)|(0, 0, 0)|(255, 255, 255)|(253, 253, 253)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(0, 0, 0)|(2, 2, 2)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(16, 16, 16)|(255, 255, 255)|(255, 255, 255)|(7, 7, 7)|(12, 12, 12)|(0, 0, 0)|(0, 0, 0)|(0, 0, 0)|(2, 2, 2)|(1, 1, 1)|(2, 2, 2)|(249, 249, 249)|(247, 247, 247)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(248, 248, 248)|(3, 3, 3)|(2, 2, 2)|(11, 11, 11)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(164, 164, 164)|(8, 8, 8)|(10, 10, 10)|(2, 2, 2)|(2, 2, 2)|(4, 4, 4)|(2, 2, 2)|(255, 255, 255)|(252, 252, 252)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(3, 3, 3)|(2, 2, 2)|(1, 1, 1)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|(253, 253, 253)|(0, 0, 0)|(250, 250, 250)|(18, 18, 18)|(0, 0, 0)|(0, 0, 0)|(0, 0, 0)|(2, 2, 2)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(230, 230, 230)|(0, 0, 0)|(2, 2, 2)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(1, 1, 1)|(254, 254, 254)|(255, 255, 255)|(252, 252, 252)|(9, 9, 9)|(208, 208, 208)|(14, 14, 14)|(0, 0, 0)|(255, 255, 255)|(76, 76, 76)|(2, 2, 2)|(244, 244, 244)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(112, 112, 112)|(5, 5, 5)|(2, 2, 2)|(8, 8, 8)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(190, 190, 190)|(70, 70, 70)|(255, 255, 255)|(253, 253, 253)|(13, 13, 13)|(2, 2, 2)|(11, 11, 11)|(24, 24, 24)|(247, 247, 247)|(255, 255, 255)|(10, 10, 10)|(248, 248, 248)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(252, 252, 252)|(0, 0, 0)|(0, 0, 0)|(2, 2, 2)|(210, 210, 210)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(2, 2, 2)|(255, 255, 255)|(255, 255, 255)|(140, 140, 140)|(240, 240, 240)|(251, 251, 251)|(0, 0, 0)|(255, 255, 255)|(245, 245, 245)|(119, 119, 119)|(0, 0, 0)|(252, 252, 252)|(255, 255, 255)|(255, 255, 255)|(250, 250, 250)|(0, 0, 0)|(10, 10, 10)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(255, 255, 255)|(243, 243, 243)|(0, 0, 0)|(0, 0, 0)|(254, 254, 254)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(0, 0, 0)|(1, 1, 1)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(8, 8, 8)|(246, 246, 246)|(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(242, 242, 242)|(0, 0, 0)|(255, 255, 255)|(248, 248, 248)|(0, 0, 0)|(8, 8, 8)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(250, 250, 250)|(3, 3, 3)|(6, 6, 6)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(5, 5, 5)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(4, 4, 4)|(255, 255, 255)|(0, 0, 0)|(64, 64, 64)|(249, 249, 249)|(181, 181, 181)|(6, 6, 6)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(2, 2, 2)|(11, 11, 11)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(12, 12, 12)|(18, 18, 18)|(0, 0, 0)|(12, 12, 12)|(255, 255, 255)|(229, 229, 229)|(7, 7, 7)|(248, 248, 248)|(255, 255, 255)|(255, 255, 255)|(146, 146, 146)|(209, 209, 209)|(1, 1, 1)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(251, 251, 251)|(1, 1, 1)|(254, 254, 254)|(255, 255, 255)|(11, 11, 11)|(2, 2, 2)|(1, 1, 1)|(0, 0, 0)|(254, 254, 254)|(0, 0, 0)|(0, 0, 0)|(253, 253, 253)|(255, 255, 255)|(255, 255, 255)|(236, 236, 236)|(4, 4, 4)|(2, 2, 2)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(14, 14, 14)|(253, 253, 253)|(255, 255, 255)|(121, 121, 121)|(2, 2, 2)|(0, 0, 0)|(8, 8, 8)|(254, 254, 254)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(77, 77, 77)|(2, 2, 2)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(0, 0, 0)|(0, 0, 0)|(0, 0, 0)|(252, 252, 252)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(254, 254, 254)|(12, 12, 12)|(4, 4, 4)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(253, 253, 253)|(63, 63, 63)|(0, 0, 0)|(254, 254, 254)|(255, 255, 255)|(2, 2, 2)|(0, 0, 0)|(42, 42, 42)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(254, 254, 254)|(0, 0, 0)|(71, 71, 71)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(6, 6, 6)|(255, 255, 255)|(255, 255, 255)|(8, 8, 8)|(0, 0, 0)|(60, 60, 60)|(254, 254, 254)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(247, 247, 247)|(4, 4, 4)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(20, 20, 20)|(3, 3, 3)|(249, 249, 249)|(8, 8, 8)|(7, 7, 7)|(124, 124, 124)|(254, 254, 254)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(10, 10, 10)|(0, 0, 0)|(243, 243, 243)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(11, 11, 11)|(251, 251, 251)|(174, 174, 174)|(1, 1, 1)|(252, 252, 252)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(245, 245, 245)|(249, 249, 249)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(248, 248, 248)|(9, 9, 9)|(10, 10, 10)|(255, 255, 255)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(249, 249, 249)|(5, 5, 5)|(6, 6, 6)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(251, 251, 251)|(255, 255, 255)|(3, 3, 3)|(19, 19, 19)|(255, 255, 255)|(253, 253, 253)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(35, 35, 35)|(0, 0, 0)|(255, 255, 255)|(250, 250, 250)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(10, 10, 10)|(0, 0, 0)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(249, 249, 249)|(3, 3, 3)|(0, 0, 0)|(6, 6, 6)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(249, 249, 249)|(249, 249, 249)|(0, 0, 0)|(9, 9, 9)|(0, 0, 0)|(0, 0, 0)|(2, 2, 2)|(2, 2, 2)|(0, 0, 0)|(7, 7, 7)|(251, 251, 251)|(244, 244, 244)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(249, 249, 249)|(6, 6, 6)|(4, 4, 4)|(0, 0, 0)|(7, 7, 7)|(3, 3, 3)|(0, 0, 0)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|(255, 255, 255)|
